year_of_birth,height,weight,scars,colour,year_of_discovery,number_of_lost_teeth,life_length,BMI
1800,37.57175461127596,9.618009203116973,4,red,1715,21,1220.9992912028838,8.148727579108574
-712,45.17256419999768,11.620855594720368,1,red,1715,38,1386.7432302225513,6.811083149273377
-1845,37.43646425596145,15.377487273156508,3,red,1715,10,931.5492506161361,13.122702786568418
566,60.3298201135081,15.412093423835485,4,blue,1715,30,1252.159905090568,5.064366617344149
909,48.51801151331709,12.533418153543709,3,blue,1715,24,1098.1116717307716,6.367824830805929
-364,44.95683606427288,12.673448854256534,2,blue,1715,25,1186.6639520930055,7.499475718243648
1483,37.49524032465437,11.905866332578345,8,green,1715,25,1337.552183559644,10.128293654132081
561,45.05268120342865,11.77218050078023,1,red,1715,38,1287.3220472264431,6.936544767307797
1156,55.6759042766987,14.029080779038338,5,blue,1715,39,1477.9572123075725,5.412803012341066
365,51.49347309162021,12.974217200223322,19,red,1715,34,2039.1905821746377,5.852000570944751
-332,71.85887635340579,18.3265561471452,3,blue,1715,31,1350.6881270309723,4.244705686653296
1265,61.75194621047172,15.825250852755689,0,red,1715,7,631.5645156092123,4.963372486033571
84,56.5381448022615,15.26630900273471,20,red,1715,16,1736.7334176486963,5.711872521918041
838,65.62803014136925,17.208320426461025,28,red,1715,29,2220.392276100694,4.778452922357079
-927,55.94181930897497,14.695523959239194,26,red,1716,2,1698.5762699628494,5.616159949376724
649,51.365397268034485,13.28046991142071,1,green,1716,36,1281.1190853915286,6.020044543788762
-807,51.57789457639008,14.010187663289921,6,blue,1716,12,1046.4338588108055,6.298603896853454
287,56.72357776350959,14.188386076036055,24,blue,1716,26,2088.0688142850217,5.273917495788036
1179,47.542500079196806,12.253213858827232,12,red,1716,40,1790.9737885457175,6.483560188958813
-747,39.233893198004566,12.511268832838473,6,red,1716,30,1416.2340268832077,9.720891822600228
-20,48.243110099965406,13.046986277745997,8,red,1716,24,1418.0961274437832,6.70451204336514
1714,38.18072218044816,10.732282348790028,17,red,1716,10,1449.625358153166,8.805040897311594
-1211,48.168045198541634,12.253132562617896,7,red,1716,2,922.7332666732376,6.316211351181528
-876,42.9334647313456,11.169557507446664,3,red,1716,37,1464.288599283024,7.2472235644160135
682,40.8111555696483,10.63827272991229,3,green,1716,9,835.0278025654815,7.639077238493242
1466,40.58046341757372,10.77979942264854,5,red,1716,34,1371.703462953652,7.828963004663987
501,46.11511809372921,11.891528899709595,2,red,1716,7,712.3360041962469,6.687728142257368
216,48.79515836566859,13.555291133406904,1,red,1716,33,1312.0836958715997,6.808993993794473
1504,47.08473739046823,12.150211652321522,20,red,1716,4,1489.0183094818597,6.554674101078575
-1691,67.01568170286342,16.899076008292845,56,blue,1716,15,3105.7282314680033,4.500260409196133
732,61.7026183999674,15.493969528087637,12,red,1716,6,1097.0638871842239,4.8672435090477695
-1983,55.36528368169604,15.86366867793279,0,red,1716,36,1294.4777684136213,6.189508119870192
1444,38.56356352170397,10.224019589772048,1,green,1716,14,864.2217502502762,8.222330336106948
-1804,55.99960646850174,14.540503489964468,2,red,1716,35,1398.5465609872172,5.545453399276247
1688,38.67365261180036,13.404372747809333,5,blue,1716,3,883.684462937453,10.718738547867357
-229,60.88813140560432,15.35295300807278,12,red,1717,15,1379.5032996756586,4.95283880255775
763,47.34635714397255,11.90558596349446,1,red,1717,0,566.2031114189477,6.351922650178316
1719,55.3041298364799,15.482450635403836,9,green,1717,15,1254.8463029614552,6.054135575664953
76,53.942099449470845,14.094413401387683,2,blue,1717,9,888.3877361966134,5.793204776234382
-1556,35.97275025762191,9.394338744672812,10,red,1717,3,1050.7130475176775,8.682534069290528
567,46.905644648041104,13.416741993260253,8,red,1717,8,995.2776427162894,7.293305664861397
381,44.14173791512442,11.084030041824015,1,green,1717,16,986.296706346095,6.803406234918632
94,52.444133733735164,15.228765473176871,0,red,1717,30,1217.4668244860197,6.6221411181123795
-1632,47.015839668254166,12.554314057292688,16,green,1717,7,1378.3192526978016,6.792539311421986
-400,62.664597303585815,16.678433493896687,3,red,1717,4,800.265727027217,5.079702950353554
-515,44.88465452673107,12.196553940546533,4,blue,1717,12,1006.3404201664965,7.240506244910433
1092,50.704497353955816,12.909606292340833,6,blue,1717,12,1008.5336091057437,6.005478261899371
-1804,47.54363538311126,13.004819819834477,13,green,1717,30,1690.3696549385165,6.88092986850172
-1440,61.22959324767464,15.692896301983692,4,red,1717,3,826.8613614455589,5.006196835816277
-814,47.078687461395184,11.970492430728928,7,black,1717,37,1630.3502403844582,6.459380809271492
-1399,45.13717764815918,12.845995538352433,4,red,1717,21,1231.239439702323,7.540958179477256
-516,42.37149504950734,11.068918642035996,2,green,1717,26,1212.885150813571,7.373695248528
1521,48.430474409398236,13.311960142420642,53,red,1717,23,3200.222426466507,6.787848291888522
-1031,55.04859208159433,13.881021154653991,4,red,1718,2,798.5792432539162,5.478435455780929
-1401,48.9523836846252,12.662846446313923,4,blue,1718,20,1178.0053560731983,6.31991471116259
51,52.14298702195931,13.167864760329694,2,blue,1718,7,789.5916205985972,5.792300842810559
-411,51.4063393482839,13.613627024756159,1,blue,1718,5,751.6202930291428,6.161238997184666
1616,51.16244052321622,13.091496604422503,1,blue,1718,17,1002.793073500463,5.981558535308376
-1389,48.94115167543958,12.529705954749641,10,blue,1718,4,1078.1819107480455,6.25633614272085
357,44.94854977133072,12.233594335020287,3,red,1718,8,892.2488920574209,7.241862458370194
-182,59.51613199827719,15.539128473320723,12,blue,1718,17,1422.947151813852,5.246683007870431
-907,50.52020338985227,12.747460436697807,11,red,1718,40,1821.8849658004856,5.973392568981935
-1426,36.72879872797559,10.994847595898417,1,red,1718,26,1163.2319709613068,9.74772638982685
-776,44.392077694117944,11.25221278661704,1,blue,1718,29,1250.5410361246209,6.828959825447046
-1492,56.00286213434225,15.244461731288093,5,red,1718,23,1287.940698905307,5.813252855046528
920,47.649647658390734,15.471794715567903,3,blue,1718,18,982.441161068273,8.149836054776967
-1353,53.097292136079766,16.14113381507201,5,blue,1718,3,867.7682272701346,6.847260589447419
1236,43.67222235160697,12.864980941076572,13,red,1718,10,1235.986773593651,8.067261363540403
1626,41.52634901788744,10.389612383331887,15,red,1718,38,1949.670064430826,7.205753657419335
-174,54.410922389796774,14.95393675290104,4,blue,1718,34,1462.517036960588,6.041029106142894
-200,45.26249889340487,13.503337324112048,4,red,1718,30,1330.0787547025325,7.88300183443269
-1333,48.52981744225506,12.827829714641686,1,red,1718,1,624.9078067382234,6.514235218591607
-88,60.13112707213192,15.902317508510686,7,blue,1718,4,953.219045232755,5.260043034833103
230,51.55813698636583,13.124328063284585,0,green,1718,11,837.0837331799812,5.904868233398166
28,44.22249580930981,11.30853329190174,4,red,1718,38,1551.2566146949118,6.915878378544789
-645,57.09560968531217,15.399473000375812,27,green,1718,27,2212.4088407733766,5.649733912965173
-1929,60.66092872904021,16.30659598085871,3,blue,1718,22,1169.2567662125166,5.299962124727351
-1410,47.8166945645589,13.277933097262851,14,green,1718,11,1375.7228130233188,6.945426804619124
1082,62.96649867242444,17.105049534524365,7,red,1719,26,1273.785997801046,5.159799337324289
675,50.53273148034873,15.163213427846921,0,green,1719,19,886.0835069099151,7.101878939297
1054,51.081036005044794,14.10164070587746,6,blue,1719,20,1139.3889025834403,6.463649774219599
-524,48.56706020032286,13.88276452698084,5,red,1719,18,1145.693130185852,7.039144660699152
-1951,50.38563467213041,13.719544471257953,14,red,1719,22,1577.4871643541103,6.463292195226599
-1017,55.32056042838291,14.904077171090446,5,green,1719,21,1202.9167145563952,5.824511587684604
-1688,60.61514166863005,15.56508575409959,27,red,1719,35,2378.4549004446026,5.066602509550298
-566,66.21354354456602,18.805245017040704,0,blue,1719,5,673.9214366239148,5.1299472609409
342,61.90147636449166,15.735214962925669,0,blue,1719,39,1379.9069522763023,4.911319993458206
-645,49.84848371339711,13.666052182386029,6,red,1719,1,885.1967287842799,6.577589026337229
-1780,53.99594364929703,13.610357143949697,16,red,1719,34,1947.2494503349324,5.583092404948253
1161,47.72001738689696,14.064990504499324,4,green,1719,23,1133.5649270821182,7.386961270802932
1065,51.07711162077848,14.7692935238902,10,red,1719,7,1029.9462477567192,6.770716451995463
1612,46.142462861424974,12.175189252635164,0,red,1719,39,1340.4066095879134,6.839143924284876
-1087,43.46450371027628,11.34732221232886,6,red,1719,8,1006.8309155422197,7.1837548286943935
-1881,38.26413109854792,10.310669161713454,4,blue,1719,17,1086.8747116458208,8.422299973811686
-68,47.45248576313234,12.333334985803754,3,green,1719,32,1343.3727077141205,6.550736909450757
-1226,51.87253391373471,13.060882911559979,1,blue,1719,27,1192.4719605947437,5.805306778182577
-1969,42.59568523270062,12.274555544352385,5,red,1719,9,971.8671367707032,8.090998534952183
1022,54.37931827135383,14.399671287364225,1,red,1719,6,679.6188280005124,5.823882791231143
-1174,48.00515590168143,12.847635767211987,3,red,1719,35,1447.8372398904648,6.667684044355051
-147,43.03260686415766,11.35040161986732,3,blue,1719,12,989.5377723789493,7.330666836072142
-1662,51.493497414920746,13.708153780143675,5,red,1719,23,1248.5530959770138,6.183035687240087
182,50.375345586814845,13.067820731478639,10,blue,1719,33,1679.8532063843143,6.15877951014661
20,46.89571417921606,13.957264719538584,15,blue,1720,23,1673.8537300358184,7.590345985718475
-363,43.93038829102827,11.185951634924146,20,green,1720,23,1876.9452088842568,6.932189379238436
873,45.45302910391018,13.42159954644664,5,red,1720,12,968.8582841760567,7.7697345236828586
-922,50.477715136075226,13.03224059090992,5,red,1720,19,1218.3628280553994,6.117123904138022
-1780,47.125221590293144,13.333130555787283,35,red,1720,32,2605.7098446267414,7.1804702340463304
-1066,48.682823748620834,12.171799345248065,6,red,1720,12,1102.4454076347731,6.142297226965755
897,51.21557680217945,13.81753283101223,46,blue,1720,9,2499.628894522313,6.300194162500972
-812,62.86970025734166,18.29512568100123,4,red,1720,38,1519.6997486194887,5.535797343800203
622,53.445961623851716,19.74786915392724,2,green,1720,20,1002.6612350954344,8.268334067632654
-1879,53.90671770479582,14.862617779062159,51,red,1720,17,2974.5672016841468,6.116980502141227
-1243,43.01025113793379,11.535047194772092,4,black,1720,34,1443.4020631589144,7.4576669451751485
-1900,48.27345174346337,12.6246781600179,1,red,1720,38,1401.9788504932653,6.479346018157597
1661,57.43425588324323,15.080453007751172,10,red,1720,23,1436.2676968630365,5.467640546263056
1474,43.842617165395474,11.220216014056437,8,green,1720,16,1131.1430980373173,6.981292604614255
-349,50.40982385347038,13.363256780375625,1,red,1720,29,1228.732527709579,6.28940438431351
-1223,53.27814648296486,15.40181597681171,11,red,1720,12,1282.70314326794,6.4893512240156275
694,53.47748563116798,13.863390200432413,10,green,1720,7,1053.31093841577,5.797690838786068
733,42.81659887184603,11.432901021547586,18,blue,1720,3,1283.9687006064169,7.458640524027468
1219,58.970575993934354,15.351804302069331,11,red,1720,21,1385.7066011184472,5.27978516339143
1564,51.12829453031448,12.887406585968353,20,red,1721,16,1705.7467047610826,5.896176599863823
-1108,49.72502789831349,13.940774039321012,13,blue,1721,10,1303.2241913713478,6.743174247664934
-975,43.6647304803216,11.752319043089749,1,green,1721,29,1219.381208285225,7.3720720384581515
494,47.795719551595575,13.175399322654648,21,red,1721,27,1950.9784856094197,6.897843609233022
-29,46.891239035531605,12.403854553967646,11,red,1721,5,1144.9457606917417,6.746846248848299
-1764,60.5615702127963,15.698949228178702,15,red,1721,8,1352.898938775096,5.119221209379922
-1518,51.92110610291712,13.888811708662251,16,green,1721,8,1411.3453330269192,6.161760071652119
1147,44.349054708598224,11.159430609346991,0,blue,1721,9,692.8675499418999,6.785797049037321
-703,51.949314937788294,13.228726509949139,1,red,1721,18,991.1108211811259,5.862541817037837
1587,47.41008443942201,12.926849992040099,2,red,1721,3,737.2647963000971,6.878263618538407
-1709,57.88318404787064,14.560796871429385,17,red,1721,10,1471.0827143749386,5.197660188376563
1310,63.40601065096512,16.176366342913994,32,red,1721,14,2068.903216197542,4.812244450355424
-1932,59.10947514489447,16.921758957491342,2,red,1721,37,1421.8134194504346,5.792404249201228
-1081,47.088976840071815,12.295040304126195,8,red,1721,38,1713.33058775071,6.631610549719836
-721,42.1686186384813,11.70036729245048,20,blue,1721,39,2183.4107417526293,7.869521226465255
112,44.43234443943884,11.183002760400838,6,blue,1721,20,1220.3803631360388,6.774660546585877
492,50.91989045065828,14.664424700705755,1,red,1721,6,758.7267180043524,6.7642192155076515
-593,56.97799403214534,14.585673558511038,39,blue,1721,15,2493.452465123652,5.373283361896727
577,42.87897134958443,12.316869462407343,13,blue,1721,15,1330.923003345166,8.01196765616942
-1640,46.67854439031771,11.753731697640546,3,red,1721,3,762.1193180692442,6.451619244962313
-1760,50.47957201933912,13.31533286688014,1,red,1721,25,1134.595958980144,6.249543058148356
-285,42.780440697993946,11.831080314332485,22,red,1721,25,1958.0004676728397,7.731459043039546
-1599,44.706225204961804,11.272011629495044,2,blue,1721,25,1159.6690021345607,6.745171406997674
875,71.61482405637197,18.047683546721917,6,blue,1721,11,959.1202842434939,4.208653523142806
-713,49.01530282530408,14.368368171059466,2,red,1721,29,1269.0259291776422,7.152726722317014
848,61.239230942830275,16.439694530500887,18,red,1721,1,1278.6164164304578,5.242782638799453
445,56.10886040297638,14.382841940888492,3,red,1722,2,760.6769275328487,5.463983471252198
1182,60.89470942017697,15.79523769085547,9,blue,1722,12,1091.4944454368765,5.094418349882887
-706,43.754002011875514,13.020580004665442,4,blue,1722,38,1537.6190337451387,8.134340180292575
-1472,45.6106339875865,11.60969834019161,3,green,1722,40,1493.2370124781726,6.674462274873564
1644,49.365064804273366,14.553627247253397,11,red,1722,18,1420.6691173551314,7.142650330599449
-1990,48.412999089366124,13.502648389703936,15,green,1722,9,1339.2732779828634,6.890052794144444
-263,48.50731389479653,12.448030590717535,6,red,1722,12,1089.8190503258547,6.327232013299857
765,43.805443950911105,11.888704681955424,6,blue,1722,9,945.2348404459966,7.40979055257111
766,46.52159469320898,12.151342313102198,13,green,1722,19,1430.7191153487227,6.7149476940185036
-537,42.38940788445036,11.17838843821774,19,red,1722,13,1662.870631691938,7.440327662290367
-1631,53.374749833706424,13.639164802664808,50,blue,1722,29,3186.7971080401067,5.725898394238083
359,45.73117732941986,13.65021664062921,13,blue,1722,20,1519.5042438123864,7.806248006029953
-1679,45.31875150725389,12.166070670965388,11,green,1722,39,1808.8007506528406,7.084709158370607
1665,48.84131504364729,13.322807842247201,2,blue,1722,19,1035.100107356815,6.679571942282875
1646,51.588648787726676,14.395969511835448,13,red,1722,4,1203.10452100421,6.469342996826603
1723,46.15292393107789,11.590171975568385,1,blue,1722,31,1259.9800538945426,6.507572347458689
2,58.186556234611366,14.599561612501317,8,blue,1722,4,980.4603989432069,5.15729616261001
-1825,55.04186887150223,15.234769167740353,20,red,1722,31,2015.4768582438817,6.014189399628316
1421,46.914297263659556,11.775875296288193,3,blue,1722,33,1278.810792475872,6.398973807042252
-774,52.696585068884495,13.423723919418455,2,red,1723,33,1329.6883757878443,5.781434800811036
-450,45.12894631642585,11.522681012050523,35,blue,1723,17,2336.3220413880913,6.766603316668422
1788,66.13301985410801,16.786834895585653,0,red,1723,30,1181.3311692011816,4.590496654889311
1468,48.49006708587149,12.339958684674002,10,red,1723,26,1452.7245948377324,6.2767625694903915
-897,53.327989972246044,14.796763780704827,3,black,1723,27,1288.1730678987728,6.22277182382195
643,57.97722549917963,15.567420181298633,30,green,1723,4,1752.1816083687336,5.538974377571608
-1843,33.70672963580402,8.66967451670744,2,blue,1723,8,872.1767240909896,9.12635006623122
