title,gross,lifetime_gross,movie_facebook_likes,imdb_score,title_year,actor_1_name,actor_2_name,actor_3_name
Just Wright,21520719.0,21540363,0,5.8,2010.0,Common,Laz Alonso,Mehcad Brooks
Rachel Getting Married,12796277.0,12796841,0,6.7,2008.0,Anne Hathaway,Rosemarie DeWitt,Bill Irwin
About Time,15294553.0,15322921,105000,7.8,2013.0,Tom Hughes,Tom Hollander,Lindsay Duncan
Arbitrage,7918283.0,7919574,0,6.6,2012.0,Nate Parker,Curtiss Cook,Reg E. Cathey
Project Almanac,22331028.0,22348241,0,6.4,2015.0,Gary Weeks,Jonny Weston,Sofia Black-D'Elia
Cadillac Records,8134217.0,8195551,0,7.0,2008.0,Cedric the Entertainer,Veronika Dash,Tammy Blanchard
Two Lovers,3148482.0,3149034,0,7.1,2008.0,Isabella Rossellini,Vinessa Shaw,Samantha Ivers
The Great Beauty,2835886.0,2852400,29000,7.7,2013.0,Toni Servillo,Sabrina Ferilli,Serena Grandi
Stoker,1702277.0,1714221,27000,6.8,2013.0,Mia Wasikowska,Alden Ehrenreich,Harmony Korine
Ondine,548934.0,550472,0,6.8,2009.0,Tony Curran,Stephen Rea,Alicja Bachleda
Darling Companion,793352.0,793815,0,5.1,2012.0,Dianne Wiest,Mark Duplass,Sam Shepard
City of Life and Death,119922.0,122558,0,7.7,2009.0,Ye Liu,Yuanyuan Gao,Ryu Kohata
5 Days of War,17149.0,17479,0,5.6,2011.0,Richard Coyle,Kenneth Cranham,Ana Imnadze
10 Days in a Madhouse,14616.0,14616,26000,7.5,2015.0,Christopher Lambert,Kelly LeBrock,Alexandra Callas
Dirty Grandpa,35537564.0,35593113,11000,6.0,2016.0,Robert De Niro,Zoey Deutch,Jason Mantzoukas
Trash,10230.0,17484,0,7.2,2014.0,Wagner Moura,Selton Mello,Daniel Zettel
High School Musical 3: Senior Year,90556401.0,90559416,0,4.5,2008.0,Lucas Grabeel,Matt Prokop,Corbin Bleu
The Fighter,93571803.0,93617009,36000,7.9,2010.0,Christian Bale,Jack McGee,Melissa McMeekin
If I Stay,50461335.0,50474843,15000,6.8,2014.0,Chloë Grace Moretz,Mireille Enos,Stacy Keach
Saw VI,27669413.0,27693292,0,6.0,2009.0,Costas Mandylor,Shawnee Smith,George Newbern
The Secret Life of Bees,37766350.0,37770162,0,7.3,2008.0,Nate Parker,Alicia Keys,Jennifer Hudson
Brooklyn,38317535.0,38322743,36000,7.5,2015.0,Julie Walters,Fiona Glascott,Eva Birthistle
Quartet,18381787.0,18390117,13000,6.8,2012.0,Luke Newberry,Sheridan Smith,Pauline Collins
Woman in Gold,33305037.0,33307793,34000,7.3,2015.0,Ryan Reynolds,Frances Fisher,Elizabeth McGovern
Inside Llewyn Davis,13214255.0,13235319,26000,7.4,2013.0,Justin Timberlake,Max Casella,Alex Karpovsky
Brighton Rock,,229653,0,5.7,2010.0,Sam Riley,Sean Harris,Geoff Bell
Saw V,56729973.0,56746769,0,5.8,2008.0,Julie Benz,Costas Mandylor,Scott Patterson
The Last Days on Mars,23838.0,24084,0,5.5,2013.0,Romola Garai,Olivia Williams,Tom Cullen
Housefull,1165104.0,1183658,250,5.3,2010.0,Arjun Rampal,Boman Irani,Riteish Deshmukh
The Purge: Election Year,78845130.0,79213375,0,6.1,2016.0,Frank Grillo,Joseph Julian Soria,Mykelti Williamson
The Best Exotic Marigold Hotel,46377022.0,46412041,48000,7.3,2011.0,Tom Wilkinson,Penelope Wilton,Celia Imrie
Devil,33583175.0,33601190,16000,6.3,2010.0,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend
Nick and Norah's Infinite Playlist,31487293.0,31487293,0,6.7,2008.0,Ari Graynor,Alexis Dziena,Aaron Yoo
Pete's Dragon,,39588000,21000,7.3,2016.0,Bryce Dallas Howard,Oona Laurence,Isiah Whitlock Jr.
Sinister 2,27736779.0,27740955,13000,5.2,2015.0,Laila Haley,James Ransone,Jaden Klein
The Fourth Kind,25464480.0,25486040,15000,5.9,2009.0,Milla Jovovich,Will Patton,Hakeem Kae-Kazim
Skyline,21371425.0,21393620,13000,4.4,2010.0,David Zayas,Donald Faison,Brittany Daniel
The Second Best Exotic Marigold Hotel,33071558.0,33078266,21000,6.6,2015.0,Tina Desai,Celia Imrie,Ronald Pickup
Kit Kittredge: An American Girl,17655201.0,17657973,851,6.7,2008.0,Julia Ormond,Jane Krakowski,Willow Smith
Mud,21589307.0,21590086,27000,7.4,2012.0,Matthew McConaughey,Tye Sheridan,Sam Shepard
"The Goods: Live Hard, Sell Hard",15102127.0,15122676,0,5.8,2009.0,Rob Riggle,Noureen DeWulf,Charles Napier
My Week with Marilyn,14597405.0,14600347,17000,7.0,2011.0,Eddie Redmayne,Toby Jones,Julia Ormond
The Gift,43771291.0,12008642,15000,7.1,2015.0,Busy Philipps,Allison Tolman,Wendell Pierce
The Gift,43771291.0,12008642,15000,7.1,2015.0,Busy Philipps,Allison Tolman,Wendell Pierce
Big Eyes,14479776.0,14482031,20000,7.0,2014.0,Christoph Waltz,Danny Huston,Jon Polito
MacGruber,8460995.0,8525600,0,5.5,2010.0,Jasper Cole,Will Forte,Powers Boothe
Movie 43,8828771.0,8840453,25000,4.3,2013.0,Hugh Jackman,Kate Winslet,Seth MacFarlane
Over Her Dead Body,7563670.0,7563670,518,5.2,2008.0,Stephen Root,William Morgan Sheppard,Wendi McLendon-Covey
Seeking a Friend for the End of the World,6619173.0,7078738,25000,6.7,2012.0,Steve Carell,Mark Moses,Rob Huebel
Cedar Rapids,6857503.0,6861102,0,6.3,2011.0,Kurtwood Smith,Stephen Root,Alia Shawkat
The Collection,6842058.0,6842058,14000,6.1,2012.0,Daniel Sharman,Johanna Braddy,Lee Tergesen
Bad Words,7764027.0,7779614,0,6.7,2013.0,Beth Grant,Philip Baker Hall,Patricia Belcher
Black or White,21569041.0,21571189,0,6.6,2014.0,Jennifer Ehle,Gillian Jacobs,Jillian Estell
Danny Collins,5348317.0,5637066,0,7.1,2015.0,Al Pacino,Jennifer Garner,Melissa Benoist
"Jeff, Who Lives at Home",4244155.0,4269426,0,6.5,2011.0,Judy Greer,Evan Ross,Rae Dawn Chong
I Am Love,5004648.0,5005465,0,7.0,2009.0,Flavio Parenti,Waris Ahluwalia,Alba Rohrwacher
Bucky Larson: Born to Be a Star,2331318.0,2529395,0,3.3,2011.0,Don Johnson,Kevin Nealon,Nicholas Turturro
The Forest,26583369.0,26594261,10000,4.8,2016.0,Eoin Macken,Stephanie Vogt,Gen Seto
While We're Young,7574066.0,7587485,0,6.3,2014.0,Naomi Watts,Maria Dizzia,Dree Hemingway
A Better Life,1754319.0,1759252,0,7.2,2011.0,Demián Bichir,Eddie 'Piolin' Sotelo,Robert Peters
Killer Joe,1987762.0,1987762,12000,6.7,2011.0,Matthew McConaughey,Scott A. Martin,Carol Sutton
The Joneses,1474508.0,1475746,0,6.5,2009.0,Demi Moore,Gary Cole,Robert Pralgo
"War, Inc.",578527.0,580862,883,5.7,2008.0,Bashar Rahal,Sergej Trifunovic,Ned Bellamy
Rosewater,3093491.0,3128941,5000,6.6,2014.0,Numan Acar,Claire Foy,Haluk Bilginer
Coriolanus,756452.0,757195,12000,6.2,2011.0,Gerard Butler,Ashraf Barhom,Lubna Azabal
World's Greatest Dad,221210.0,221805,0,6.9,2009.0,Robin Williams,Daryl Sabara,Henry Simmons
Welcome to the Rileys,152857.0,158898,0,7.0,2010.0,Kristen Stewart,Ally Sheedy,Kerry Cahill
Blood Done Sign My Name,82739.0,109383,503,6.7,2010.0,Ricky Schroder,Nate Parker,Lee Norris
Elsa & Fred,,189024,0,6.5,2014.0,Chris Noth,Jared Gilman,James Brolin
The Open Road,19348.0,19716,370,5.5,2009.0,Jeff Bridges,Justin Timberlake,Ted Danson
The Good Guy,100503.0,100688,1000,5.9,2009.0,Adrian Martinez,Scott Porter,Aaron Yoo
Motherhood,92900.0,93388,546,4.7,2009.0,Stephanie Szostak,Minnie Driver,Anthony Edwards
Free Style,140987.0,141108,58,4.2,2008.0,Madison Pettis,Corbin Bleu,Sandra Echeverría
Strangerland,,17472,0,5.2,2015.0,Nicholas Hamilton,Reef Ireland,Sean Keenan
The Oxford Murders,3607.0,4803,0,6.1,2008.0,Jim Carter,Leonor Watling,Danny Sapani
Of Horses and Men,11835.0,11894,1000,6.9,2013.0,Ingvar Eggert Sigurðsson,Charlotte Bøving,Sigríður María Egilsdóttir
"The Good, the Bad, the Weird",128486.0,128486,0,7.3,2008.0,Kang-ho Song,Woo-sung Jung,Dal-su Oh
Adventureland,16025394.0,16044025,0,6.8,2009.0,Kristen Stewart,Martin Starr,Wendie Malick
Amour,225377.0,6739492,33000,7.9,2012.0,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant
Gentlemen Broncos,113155.0,113682,0,6.1,2009.0,Jizelle Jade,Michael Angarano,Héctor Jiménez
Kites,1602466.0,1685269,0,6.0,2010.0,Bárbara Mori,Steven Michael Quezada,Kabir Bedi
Melancholia,3029870.0,3030848,50000,7.1,2011.0,Alexander Skarsgård,Kirsten Dunst,Charlotte Rampling
Jab Tak Hai Jaan,3047539.0,3047539,12000,6.9,2012.0,Shah Rukh Khan,Katrina Kaif,Vic Waghorn
The Runaways,3571735.0,3573673,0,6.6,2010.0,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis
Loose Cannons,,5585154,0,7.3,2010.0,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino
The Purge: Anarchy,71519230.0,71962800,15000,6.5,2014.0,Noel Gugliemi,Zach Gilford,Roberta Valderrama
Hamlet 2,4881867.0,4886216,1000,6.4,2008.0,Steve Coogan,Amy Poehler,David Arquette
Princess Kaiulani,883887.0,883887,0,6.2,2009.0,Q'orianka Kilcher,Will Patton,Shaun Evans
The Girl on the Train,2874.0,208023,120,6.0,2009.0,Catherine Deneuve,Ronit Elkabetz,Émilie Dequenne
Polisse,171320.0,211440,0,7.3,2011.0,Riccardo Scamarcio,Maïwenn,Karin Viard
Skin Trade,162.0,1242,0,5.7,2014.0,Michael Jai White,Mike Dopud,Celina Jade
Crazy Heart,39462438.0,39464306,0,7.3,2009.0,Jeff Bridges,Beth Grant,Debrianna Mansini
Baggage Claim,21564616.0,21569509,0,5.0,2013.0,Djimon Hounsou,Christina Milian,Boris Kodjoe
The DUFF,34017854.0,34030343,8000,6.5,2015.0,Bella Thorne,Romany Malco,Skyler Samuels
Bright Star,4440055.0,4444637,0,7.0,2009.0,Abbie Cornish,Paul Schneider,Samuel Roukin
All Is Lost,6262942.0,6263670,18000,6.9,2013.0,Robert Redford,,
Yeh Jawaani Hai Deewani,3827466.0,3827466,0,6.9,2013.0,Ranbir Kapoor,Madhuri Dixit,Aditya Roy Kapoor
Nightcrawler,32279955.0,32381217,65000,7.9,2014.0,Jake Gyllenhaal,Michael Papajohn,James Huang
50/50,34963967.0,35014192,40000,7.7,2011.0,Joseph Gordon-Levitt,Anna Kendrick,Bryce Dallas Howard
Shutter,25926543.0,25928550,0,5.2,2008.0,James Kyson,David Denman,Daisy Betts
That Awkward Moment,26049082.0,26068955,0,6.1,2014.0,Mackenzie Davis,Lola Glaudini,Josh Pais
Kicks,,150191,240,7.8,2016.0,Tina Gilton,Natalie Stephany Aguilar,Justin Hall
New in Town,16699684.0,16734283,0,5.6,2009.0,J.K. Simmons,Frances Conroy,Harry Connick Jr.
The Boondock Saints II: All Saints Day,10269307.0,10273188,0,6.3,2009.0,Norman Reedus,Julie Benz,Clifton Collins Jr.
The City of Your Final Destination,,493296,638,6.4,2009.0,Alexandra Maria Lara,Omar Metwally,Diego Velazquez
Enough Said,17536788.0,17550872,12000,7.1,2013.0,Christopher Nicholas Smith,Ben Falcone,Michaela Watkins
Easy A,58401464.0,58401464,19000,7.1,2010.0,Emma Stone,Dan Byrd,Fred Armisen
Prom,10106233.0,10130219,0,5.4,2011.0,Cameron Monaghan,Thomas McDonell,Aimee Teegarden
Anomalisa,3442820.0,3759286,0,7.3,2015.0,Jennifer Jason Leigh,Tom Noonan,David Thewlis
Another Year,3205244.0,3205706,0,7.3,2010.0,Jim Broadbent,Imelda Staunton,Phil Davis
It's Kind of a Funny Story,6350058.0,6363628,20000,7.2,2010.0,Zoë Kravitz,Jeremy Davies,Jim Gaffigan
Made in Dagenham,1094798.0,1095369,0,7.2,2010.0,Bob Hoskins,Robbie Kay,Sally Hawkins
The Secret of Kells,686383.0,676775,11000,7.7,2009.0,Sean Lennon,Mick Lally,Evan McGuire
Begin Again,16168741.0,16170632,43000,7.4,2013.0,James Corden,Karen Pittman,Mary Catherine Garrison
Restless,,18154,434,7.2,2012.0,Rufus Sewell,Hayley Atwell,Charlotte Rampling
Wild Target,117190.0,108589,0,6.9,2010.0,Rupert Grint,Rupert Everett,Geoff Bell
Pathology,108662.0,109846,3000,6.0,2008.0,John de Lancie,Larry Drake,Johnny Whitworth
Aloft,52961.0,53086,675,5.3,2014.0,Ian Tracey,Zen McGrath,William Shimell
My Lucky Star,50000.0,64432,81,5.1,2013.0,Leehom Wang,Ruby Lin,Jack Kao
Mr. Church,,685780,205,8.0,2016.0,Mckenna Grace,Lucy Fry,Natalie Coughlin
Far from Men,,5336,2000,7.3,2014.0,Viggo Mortensen,Reda Kateb,Ángela Molina
An Education,12574715.0,12574914,12000,7.3,2009.0,Dominic Cooper,Olivia Williams,Ellie Kendrick
Witless Protection,4131640.0,4161625,140,3.1,2008.0,Ivana Milicevic,Jenny McCarthy,Richard Bull
Extract,10814185.0,10823158,0,6.2,2009.0,J.K. Simmons,Mila Kunis,Clifton Collins Jr.
Albert Nobbs,3014541.0,3014696,0,6.7,2011.0,Mia Wasikowska,Michael McElhatton,Mark Williams
Black November,,5782,389,5.6,2012.0,Akon,Nathin Butler,Razaaq Adoti
The Wave,,177404,25000,7.6,2008.0,Max Riemelt,Elyas M'Barek,Jennifer Ulrich
The Neon Demon,1330827.0,1333124,0,7.0,2016.0,Keanu Reeves,Bella Heathcote,Charles Baker
Harry Brown,1818681.0,1818681,0,7.2,2009.0,Joseph Gilgun,Jack O'Connell,Sean Harris
Magic Mike,113709992.0,113721571,54000,6.1,2012.0,Channing Tatum,Alex Pettyfer,Matthew McConaughey
"Definitely, Maybe",31973840.0,32241649,0,7.2,2008.0,Ryan Reynolds,Sakina Jaffrey,Paulina Gerzon
Jumping the Broom,37295394.0,37295394,0,5.7,2011.0,Gary Dourdan,Loretta Devine,Laz Alonso
Devil's Due,15818967.0,15821461,0,4.0,2014.0,Zach Gilford,Allison Miller,Vanessa Ray
Dope,17474107.0,17506470,23000,7.3,2015.0,Kimberly Elise,Rick Fox,Kiersey Clemons
A Serious Man,9190525.0,9228768,10000,7.0,2009.0,Michael Stuhlbarg,Fred Melamed,Peter Breitmayer
Get Low,9176553.0,9176933,0,7.1,2009.0,Bill Murray,Robert Duvall,Bill Cobbs
Beyond the Lights,14612840.0,14618727,0,6.9,2014.0,Minnie Driver,Nate Parker,Darryl Stephens
A Single Man,9166863.0,9176000,16000,7.6,2009.0,Colin Firth,Teddy Sears,Keri Lynn Pratt
Redbelt,2344847.0,2345941,0,6.8,2008.0,Alice Braga,Randy Couture,Jose Pablo Cantillo
Cyrus,7455447.0,7468936,0,6.3,2010.0,Matt Walsh,Tim Guinee,Katie Aselton
We Need to Talk About Kevin,1738692.0,1738692,38000,7.5,2011.0,Ezra Miller,Siobhan Fallon Hogan,Ashley Gerasimovich
The Christmas Candle,2209479.0,2258620,962,5.8,2013.0,Samantha Barks,Hans Matheson,Lesley Manville
The Mighty Macs,1889522.0,1891936,797,6.5,2009.0,Ellen Burstyn,Marley Shelton,Jennifer Butler
Mother and Child,1110286.0,1110509,0,7.2,2009.0,Naomi Watts,Jimmy Smits,Carla Gallo
Somewhere,1768416.0,1785645,0,6.3,2010.0,Nathalie Fay,Chris Pontius,Erin Wasson
I Hope They Serve Beer in Hell,1425993.0,1429299,0,5.3,2009.0,Geoff Stults,Susie Abromeit,Derek Wayne Johnson
Hesher,382946.0,382946,19000,7.1,2010.0,Joseph Gordon-Levitt,Natalie Portman,Rainn Wilson
Dom Hemingway,518134.0,523511,0,6.2,2013.0,Richard E. Grant,Mark Wingett,Richard Graham
Freeheld,532988.0,573335,0,6.5,2015.0,Steve Carell,Josh Charles,Luke Grimes
The Extra Man,453079.0,453377,916,5.9,2010.0,Lynn Cohen,Marian Seldes,Dan Hedaya
Hard to Be a God,,28608,1000,6.7,2013.0,Leonid Yarmolnik,Yuriy Tsurilo,Valentin Golubenko
Ca$h,46451.0,46488,694,6.0,2010.0,Chris Hemsworth,Mike Starr,Paul Sanchez
Perrier's Bounty,828.0,828,663,6.4,2009.0,Jim Broadbent,Brendan Coyle,Michael McElhatton
Annabelle,84263837.0,84273813,45000,5.4,2014.0,Alfre Woodard,Annabelle Wallis,Gabriel Bateman
Bran Nue Dae,110029.0,113568,479,6.3,2009.0,Deborah Mailman,Magda Szubanski,Jessica Mauboy
Shame,4000304.0,3909002,23000,7.3,2011.0,Michael Fassbender,Nicole Beharie,James Badge Dale
The East,2268296.0,2301839,12000,6.9,2013.0,Alexander Skarsgård,Julia Ormond,Jason Ritter
The Messenger,66637.0,1109660,0,7.2,2009.0,Steve Buscemi,Yaya DaCosta,Eamonn Walker
The Damned United,449558.0,449865,0,7.6,2009.0,Stephen Graham,Mark Bazeley,Maurice Roëves
The Wrestler,26236603.0,26238243,10000,7.9,2008.0,Mark Margolis,John D'Leo,Ajay Naidu
Bernie,9203192.0,9206470,15000,6.8,2011.0,Matthew McConaughey,Brandon Smith,Rick Dial
The Words,11434867.0,11494838,21000,7.1,2012.0,J.K. Simmons,Bradley Cooper,Olivia Wilde
City Island,6670712.0,6671036,0,7.4,2009.0,Ezra Miller,Curtiss Cook,Dominik García-Lorido
The Guard,5359774.0,5360274,17000,7.3,2011.0,Don Cheadle,Fionnula Flanagan,Wale Ojo
College,4693919.0,4694636,422,4.6,2008.0,Drake Bell,Alona Tal,Haley Bennett
Miss March,4542775.0,4543320,985,5.1,2009.0,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi
Wish I Was Here,3588432.0,3591299,0,6.7,2014.0,Jim Parsons,Josh Gad,Michael Weston
The Wackness,2077046.0,2077116,0,7.0,2008.0,Mary-Kate Olsen,Aaron Yoo,Method Man
The 5th Quarter,399611.0,408159,0,5.7,2010.0,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna
Snow Flower and the Secret Fan,1346503.0,1348205,0,6.1,2011.0,Bingbing Li,Russell Wong,Ji-hyun Jun
"Surfer, Dude",36497.0,52132,850,4.7,2008.0,Matthew McConaughey,Scott Glenn,Sarah Wright
Don McKay,,13722,275,5.9,2009.0,Pruitt Taylor Vince,M. Emmet Walsh,Robert Wahlberg
Deadfall,65804.0,18369,0,6.3,2012.0,Charlie Hunnam,Olivia Wilde,Sissy Spacek
Song One,20200.0,32251,0,5.8,2014.0,Anne Hathaway,Shawn Parsons,Li Jun Li
Winter in Wartime,542860.0,543100,0,7.1,2008.0,Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier
Trade of Innocents,15059.0,15091,543,5.4,2012.0,Mira Sorvino,John Billingsley,Trieu Tran
Khiladi 786,352684.0,379466,365,4.3,2012.0,Asin,Mithun Chakraborty,Johnny Lever
[Rec] 2,27024.0,27766,4000,6.6,2009.0,Jonathan D. Mellor,Pablo Rosso,Andrea Ros
Standing Ovation,531806.0,531806,277,3.4,2010.0,Kayla Jackson,Alexis Biesiada,Kayla Raparelli
Don Jon,24475193.0,24477704,33000,6.6,2013.0,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza
Le Havre,611709.0,611709,0,7.2,2011.0,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin
R100,22770.0,24956,543,6.1,2013.0,Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima
Salvation Boulevard,27445.0,28468,1000,5.3,2011.0,Jim Gaffigan,Cree Kelly,Mike Eshaq
Headhunters,1196752.0,1200010,23000,7.6,2011.0,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard
Miss Julie,,43941,0,5.6,2014.0,Samantha Morton,Jessica Chastain,Colin Farrell
Dum Maaro Dum,563699.0,564489,421,6.2,2011.0,Abhishek Bachchan,Bipasha Basu,Prateik
10 Cloverfield Lane,71897215.0,72082998,33000,7.3,2016.0,Bradley Cooper,John Gallagher Jr.,Sumalee Montano
Lights Out,56536016.0,67268835,0,6.9,2016.0,Billy Burke,Amiah Miller,Gabriel Bateman
Paranormal Activity 3,104007828.0,104028807,24000,5.8,2011.0,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith
Ouija,50820940.0,50856010,18000,4.4,2014.0,Lin Shaye,Shelley Hennig,Daren Kagasoff
Instructions Not Included,44456509.0,44467206,14000,7.6,2013.0,Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz
Paranormal Activity 4,53884821.0,53900335,26000,4.6,2012.0,Matt Shively,Brendon Eggertsen,Alisha Boe
Paranormal Activity: The Marked Ones,32453345.0,32462372,10000,5.0,2014.0,Richard Cabral,Gloria Sandoval,Molly Ephraim
Dallas Buyers Club,27296514.0,27298285,65000,8.0,2013.0,Matthew McConaughey,Jennifer Garner,Denis O'Hare
The Lazarus Effect,25799043.0,25801047,0,5.2,2015.0,Olivia Wilde,Mark Duplass,Donald Glover
Oculus,27689474.0,27695246,23000,6.5,2013.0,James Lafferty,Rory Cochrane,Garrett Ryan
Our Idiot Brother,24809547.0,24816118,11000,6.4,2011.0,Zooey Deschanel,Adam Scott,Steve Coogan
Race,19097994.0,1367024,0,7.1,2016.0,William Hurt,Tony Curran,David Kross
Addicted,17382982.0,17390770,0,5.2,2014.0,Boris Kodjoe,Cameron Mills,Sharon Leal
Still Alice,18656400.0,18754371,45000,7.5,2014.0,Kristen Stewart,Hunter Parrish,Seth Gilliam
Spring Breakers,14123773.0,14124284,25000,5.3,2012.0,James Franco,Heather Morris,Rachel Korine
The Haunting of Molly Hartley,13350177.0,13559812,562,3.8,2008.0,Jessica Lowndes,Randy Wayne,Haley Bennett
Apollo 18,17683670.0,17687709,0,5.2,2011.0,Warren Christie,Ryan Robbins,Andrew Airlie
Sunshine Cleaning,12055108.0,12062558,0,6.9,2008.0,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley
No Escape,27285953.0,27288872,16000,6.8,2015.0,Sterling Jerins,Claire Geare,Sahajak Boonthanakit
No Escape,27285953.0,15339030,16000,6.8,2015.0,Sterling Jerins,Claire Geare,Sahajak Boonthanakit
Fifty Shades of Black,11675178.0,11686940,11000,3.5,2016.0,Fred Willard,Mike Epps,Russell Peters
Not Easily Broken,10572742.0,10572742,738,6.1,2009.0,Eddie Cibrian,Jenifer Lewis,Wood Harris
The Perfect Match,9658370.0,9669521,740,4.5,2016.0,Donald Faison,Brandy Norwood,Lauren London
Moon,5009677.0,5010163,47000,7.9,2009.0,Kevin Spacey,Matt Berry,Benedict Wong
Sea Rex 3D: Journey to a Prehistoric World,4074023.0,6096582,89,6.9,2010.0,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings
Of Gods and Men,3950029.0,3954651,0,7.2,2010.0,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin
Bottle Shock,4040588.0,4078607,0,6.8,2008.0,Alan Rickman,Freddy Rodríguez,Greg Collins
90 Minutes in Heaven,4700361.0,4842699,0,4.6,2015.0,Hayden Christensen,Bobby Batson,Cynthia Barrett
Everything Must Go,2711210.0,2711643,0,6.4,2010.0,Will Ferrell,Scott Takeda,Stephen Root
Kill the Messenger,2445646.0,2450846,13000,7.0,2014.0,Jeremy Renner,Paz Vega,Robert Pralgo
Rabbit Hole,2221809.0,2229058,0,7.0,2010.0,Dianne Wiest,Jon Tenney,Tammy Blanchard
Green Room,3219029.0,3220371,10000,7.1,2015.0,Alia Shawkat,Mark Webber,Joe Cole
Standard Operating Procedure,228830.0,229117,489,7.5,2008.0,Jeffrey Frost,Megan Ambuhl Graner,Ken Davis
"Lovely, Still",124720.0,127564,777,7.3,2008.0,Adam Scott,Ellen Burstyn,Martin Landau
The Visit,65069140.0,65206105,27000,6.2,2015.0,Ocean James,Patch Darragh,Olivia DeJonge
Area 51,,7556,0,4.2,2015.0,Glenn Campbell,Sandra Staggs,Jelena Nik
Rudderless,37440.0,58293,0,7.5,2014.0,Billy Crudup,Felicity Huffman,David Adam Flannery
Christmas Eve,,91302,0,5.1,2015.0,Gary Cole,Jon Heder,Cheryl Hines
Soul Kitchen,274385.0,276901,0,7.3,2009.0,Udo Kier,Moritz Bleibtreu,Birol Ünel
The Awakening,,8415112,10000,6.5,2011.0,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle
Take Shelter,1729969.0,1730296,14000,7.4,2011.0,Katy Mixon,Shea Whigham,Robert Longstreet
Only God Forgives,778565.0,779188,30000,5.7,2013.0,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam
The Names of Love,513836.0,514237,0,7.2,2010.0,Sara Forestier,Jacques Gamblin,Zinedine Soualem
Moms' Night Out,10429707.0,10429707,0,5.4,2014.0,Alex Kendrick,Sarah Drew,Patricia Heaton
Saving Private Perez,1391770.0,1400726,0,6.0,2011.0,Jaime Camil,Gerardo Taracena,Joaquín Cosio
Life During Wartime,278821.0,281447,0,6.5,2009.0,Rich Pecci,Shirley Henderson,Charlotte Rampling
Mozart's Sister,706622.0,707885,0,6.4,2010.0,Nicolas Giraud,Clovis Fouin,Marie Féret
Blackthorn,199652.0,200558,0,6.6,2011.0,Sam Shepard,Dominique McElligott,Stephen Rea
After.Life,108229.0,108595,7000,5.9,2009.0,Liam Neeson,Josh Charles,Chandler Canterbury
Falcon Rising,8691.0,11774,0,5.8,2014.0,Michael Jai White,Michael J. Morris,Lateef Crowder
The Sweeney,26345.0,26650,0,6.1,2012.0,Hayley Atwell,Ray Winstone,Alan Ford
Easy Money,188870.0,29309766,0,6.7,2010.0,Fabian Bolin,Fares Fares,Matias Varela
Paa,199228.0,199228,504,7.2,2009.0,Vidya Balan,Abhishek Bachchan,Paresh Rawal
Maggie,131175.0,187112,22000,5.6,2015.0,Joely Richardson,J.D. Evermore,David A Cole
The Boy Next Door,35385560.0,35423380,8000,4.6,2015.0,Ryan Guzman,Hill Harper,Adam Hicks
The Kids Are All Right,20803237.0,20811365,16000,7.1,2010.0,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta
The Last Exorcism Part II,15152879.0,15179302,0,4.0,2013.0,Muse Watson,Spencer Treat Clark,Ashley Bell
Boyhood,25359200.0,25352281,92000,8.0,2014.0,Ellar Coltrane,Lorelei Linklater,Libby Villari
A Haunted House 2,17314483.0,17329486,0,4.7,2014.0,Ashley Rickards,Essence Atkins,Gabriel Iglesias
Red State,,1104682,16000,6.2,2011.0,Anna Gunn,Michael Angarano,Stephen Root
Samsara,2601847.0,2672413,26000,8.5,2011.0,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi
The Art of Getting By,1429260.0,1430241,0,6.6,2011.0,Michael Angarano,Blair Underwood,Rita Wilson
Holy Motors,,641100,12000,7.1,2012.0,Kylie Minogue,Leos Carax,Denis Lavant
Joe,371897.0,19319254,11000,6.9,2013.0,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins
Trust,58214.0,356122,10000,7.0,2010.0,Noah Emmerich,Jordan Trovillion,Zoe Levin
Adore,317125.0,318982,0,6.2,2013.0,Robin Wright,Naomi Watts,Ben Mendelsohn
Stake Land,18469.0,33245,0,6.5,2010.0,Connor Paolo,Michael Cerveris,Nick Damici
Futuro Beach,20262.0,20262,278,6.1,2014.0,Wagner Moura,Clemens Schick,Jesuíta Barbosa
