"","X.2","X.1","X","year_of_birth","height","weight","scars","colour","year_of_discovery","number_of_lost_teeth","life_length","Life"
"1292",1292,1292,1292,"1780",40.84,11.28,5,"red",1766,39,1564,"N.E."
"1293",1293,1293,1293,"1068",42,12.51,6,"blue",1766,32,1359,"N.E."
"1294",1294,1294,1294,"283 BC",43.7,12.1,11,"blue",1766,21,1436,"P.N.E."
"1295",1295,1295,1295,"292 BC",41.47,12.26,6,"green",1766,14,1088,"P.N.E."
"1296",1296,1296,1296,"101",51.9,15.86,6,"red",1766,2,847,"N.E."
"1297",1297,1297,1297,"783 BC",42.73,11.74,1,"red",1766,12,898,"P.N.E."
"1298",1298,1298,1298,"1688",52.18,15.28,12,"red",1766,38,1854,"N.E."
"1299",1299,1299,1299,"1551 BC",45.2,12.97,5,"red",1766,34,1510,"P.N.E."
"1300",1300,1300,1300,"1925 BC",54.62,14.97,1,"blue",1766,11,865,"P.N.E."
"1301",1301,1301,1301,"698",37.25,12.39,37,"red",1767,25,2445,"N.E."
"1302",1302,1302,1302,"787",45.99,13.13,8,"red",1767,14,1092,"N.E."
"1303",1303,1303,1303,"1749",44.78,13.2,18,"red",1767,14,1620,"N.E."
"1304",1304,1304,1304,"1187",47.99,13.85,13,"red",1767,39,1787,"N.E."
"1305",1305,1305,1305,"172",51.18,16.67,6,"red",1767,2,926,"N.E."
"1306",1306,1306,1306,"500",48.77,14.88,17,"red",1767,18,1530,"N.E."
"1307",1307,1307,1307,"229 BC",45.76,12.99,5,"red",1767,35,1511,"P.N.E."
"1308",1308,1308,1308,"1553",49.02,14.96,1,"red",1767,36,1352,"N.E."
"1309",1309,1309,1309,"1529 BC",36.38,10.17,2,"blue",1767,40,1507,"P.N.E."
"1310",1310,1310,1310,"1099",41.05,11.49,26,"red",1767,10,1769,"N.E."
"1311",1311,1311,1311,"905",50.12,13.87,2,"red",1767,20,957,"N.E."
"1312",1312,1312,1312,"822",44.65,12.58,1,"blue",1767,8,674,"N.E."
"1313",1313,1313,1313,"575 BC",39.22,13.74,2,"red",1767,8,840,"P.N.E."
"1314",1314,1314,1314,"1182",60.14,16.46,14,"red",1767,33,1727,"N.E."
"1315",1315,1315,1315,"1282",49.26,13.69,2,"red",1767,35,1263,"N.E."
"1316",1316,1316,1316,"1421 BC",51.96,14.48,24,"red",1768,33,2220,"P.N.E."
"1317",1317,1317,1317,"452",44.75,12.99,1,"green",1768,1,659,"N.E."
"1318",1318,1318,1318,"503 BC",33.64,9.67,2,"blue",1768,17,1042,"P.N.E."
"1319",1319,1319,1319,"771",44.74,12.73,1,"blue",1768,16,881,"N.E."
"1320",1320,1320,1320,"760 BC",55.49,15.49,7,"green",1768,25,1367,"P.N.E."
"1321",1321,1321,1321,"1323 BC",50.15,15.4,11,"red",1768,24,1537,"P.N.E."
"1322",1322,1322,1322,"296 BC",63.58,18.19,25,"blue",1768,3,1692,"P.N.E."
"1323",1323,1323,1323,"426",57.83,16.26,6,"red",1768,9,1013,"N.E."
"1324",1324,1324,1324,"954 BC",38.61,14.07,7,"green",1768,11,1102,"P.N.E."
"1325",1325,1325,1325,"618",64.93,18.08,2,"red",1768,40,1376,"N.E."
"1326",1326,1326,1326,"541",41.8,12.44,5,"red",1768,38,1488,"N.E."
"1327",1327,1327,1327,"1350 BC",51.83,14.56,3,"red",1768,10,931,"P.N.E."
"1328",1328,1328,1328,"683",53.32,16.41,4,"blue",1768,26,1180,"N.E."
"1329",1329,1329,1329,"1538 BC",45.48,14.96,0,"red",1768,23,1036,"P.N.E."
"1330",1330,1330,1330,"1291 BC",47.52,13.19,23,"red",1768,5,1649,"P.N.E."
"1331",1331,1331,1331,"1375",54.07,15.46,8,"red",1768,10,1009,"N.E."
"1332",1332,1332,1332,"1595 BC",41.88,11.83,37,"red",1768,15,2382,"P.N.E."
"1333",1333,1333,1333,"1400",46.77,14.08,11,"red",1768,29,1498,"N.E."
"1334",1334,1334,1334,"1854 BC",46.68,13.41,6,"blue",1768,19,1259,"P.N.E."
"1335",1335,1335,1335,"1591",44.94,14.95,1,"green",1768,4,716,"N.E."
"1336",1336,1336,1336,"1297",37.53,10.41,5,"red",1768,14,969,"N.E."
"1337",1337,1337,1337,"1282",42.89,12.26,1,"blue",1768,16,832,"N.E."
"1338",1338,1338,1338,"1342",46.9,12.97,2,"blue",1769,30,1163,"N.E."
"1339",1339,1339,1339,"599 BC",48.78,16.38,3,"red",1769,19,1140,"P.N.E."
"1340",1340,1340,1340,"171 BC",45.55,16.02,0,"blue",1769,14,899,"P.N.E."
"1341",1341,1341,1341,"830 BC",47.37,13.11,0,"red",1769,14,863,"P.N.E."
"1342",1342,1342,1342,"1246",40.9,11.33,8,"red",1769,14,1099,"N.E."
"1343",1343,1343,1343,"1731 BC",45.36,13.82,23,"red",1769,33,2168,"P.N.E."
"1344",1344,1344,1344,"118",38.24,11.48,30,"green",1769,21,2210,"N.E."
"1345",1345,1345,1345,"1992 BC",38.87,11.22,37,"red",1769,26,2571,"P.N.E."
"1346",1346,1346,1346,"497 BC",45.84,13.47,18,"black",1769,31,1953,"P.N.E."
"1347",1347,1347,1347,"854",51.14,14.16,30,"blue",1769,36,2438,"N.E."
"1348",1348,1348,1348,"1149",50.14,15.18,15,"blue",1769,21,1537,"N.E."
"1349",1349,1349,1349,"462",45.28,14.7,12,"blue",1769,37,1804,"N.E."
"1350",1350,1350,1350,"770",42.4,12.59,6,"blue",1769,20,1138,"N.E."
"1351",1351,1351,1351,"917 BC",37.74,10.42,31,"blue",1769,26,2343,"P.N.E."
"1352",1352,1352,1352,"621 BC",40.58,12.34,18,"blue",1769,24,1773,"P.N.E."
"1353",1353,1353,1353,"684 BC",35.36,9.97,31,"red",1769,11,2076,"P.N.E."
"1354",1354,1354,1354,"1028",50.47,13.98,2,"blue",1769,38,1359,"N.E."
"1355",1355,1355,1355,"1857 BC",42.03,11.59,6,"green",1769,26,1376,"P.N.E."
"1356",1356,1356,1356,"1310 BC",44.89,12.37,7,"green",1769,7,1017,"P.N.E."
"1357",1357,1357,1357,"1818 BC",51.2,14.05,21,"blue",1769,15,1748,"P.N.E."
"1358",1358,1358,1358,"1349 BC",45.39,12.78,7,"red",1769,17,1189,"P.N.E."
"1359",1359,1359,1359,"322 BC",46.64,13.52,7,"blue",1769,5,938,"P.N.E."
"1360",1360,1360,1360,"1164",47.1,15.95,8,"blue",1770,21,1248,"N.E."
"1361",1361,1361,1361,"1547 BC",37.55,10.29,1,"red",1770,31,1259,"P.N.E."
"1362",1362,1362,1362,"771 BC",54.01,16.92,21,"red",1770,24,1921,"P.N.E."
"1363",1363,1363,1363,"301 BC",43.17,14.52,49,"green",1770,34,3273,"P.N.E."
"1364",1364,1364,1364,"1034 BC",41.92,13.65,1,"red",1770,25,1135,"P.N.E."
"1365",1365,1365,1365,"767 BC",47.82,14.41,2,"red",1770,39,1457,"P.N.E."
"1366",1366,1366,1366,"589",47.86,13.63,17,"red",1770,9,1334,"N.E."
"1367",1367,1367,1367,"1675 BC",52.34,14.86,6,"blue",1770,9,1012,"P.N.E."
"1368",1368,1368,1368,"686 BC",60.9,17.12,1,"red",1770,15,961,"P.N.E."
"1369",1369,1369,1369,"1348 BC",46.94,12.95,11,"red",1770,19,1404,"P.N.E."
"1370",1370,1370,1370,"254 BC",40.6,11.85,0,"green",1770,26,1124,"P.N.E."
"1371",1371,1371,1371,"750",47.2,13.31,2,"red",1770,37,1325,"N.E."
"1372",1372,1372,1372,"559 BC",39.02,11.86,2,"red",1770,1,721,"P.N.E."
"1373",1373,1373,1373,"1694",47.3,12.94,7,"red",1770,6,995,"N.E."
"1374",1374,1374,1374,"1268 BC",45.79,14.69,13,"red",1770,19,1505,"P.N.E."
"1375",1375,1375,1375,"93 BC",44.79,12.38,11,"blue",1770,33,1703,"P.N.E."
"1376",1376,1376,1376,"219 BC",37.44,10.92,11,"red",1770,23,1488,"P.N.E."
"1377",1377,1377,1377,"218",55.92,15.79,4,"blue",1771,36,1481,"N.E."
"1378",1378,1378,1378,"423",39.05,11.13,1,"red",1771,33,1283,"N.E."
"1379",1379,1379,1379,"980",40.44,11.83,14,"blue",1771,7,1221,"N.E."
"1380",1380,1380,1380,"533 BC",38.35,10.96,8,"red",1771,13,1181,"P.N.E."
"1381",1381,1381,1381,"1250 BC",40.73,11.15,3,"blue",1771,23,1157,"P.N.E."
"1382",1382,1382,1382,"186",43.99,12.56,20,"blue",1771,13,1640,"N.E."
"1383",1383,1383,1383,"1506 BC",38.91,13.22,6,"blue",1771,4,876,"P.N.E."
"1384",1384,1384,1384,"1416 BC",54.26,15.29,5,"red",1771,8,957,"P.N.E."
"1385",1385,1385,1385,"1042 BC",49.55,14.57,21,"red",1771,25,1902,"P.N.E."
"1386",1386,1386,1386,"507",44.91,12.51,5,"green",1771,5,820,"N.E."
"1387",1387,1387,1387,"1143 BC",57.48,16.28,8,"red",1771,27,1472,"P.N.E."
"1388",1388,1388,1388,"1765 BC",34.34,9.83,17,"blue",1771,11,1521,"P.N.E."
"1389",1389,1389,1389,"713",45.62,12.82,16,"red",1771,12,1378,"N.E."
"1390",1390,1390,1390,"1383 BC",43.11,13.91,24,"red",1771,12,1797,"P.N.E."
"1391",1391,1391,1391,"1720",43.1,12.07,5,"blue",1771,12,1071,"N.E."
"1392",1392,1392,1392,"1443",44.64,12.51,37,"red",1771,16,2309,"N.E."
"1393",1393,1393,1393,"1133",50.13,14.62,23,"red",1771,34,2115,"N.E."
"1394",1394,1394,1394,"394",47.43,13.02,13,"red",1771,5,1218,"N.E."
"1395",1395,1395,1395,"990",54.16,15.47,9,"red",1771,17,1201,"N.E."
"1396",1396,1396,1396,"783",45.62,13.15,8,"red",1771,23,1325,"N.E."
"1397",1397,1397,1397,"1159",53.67,16.04,4,"blue",1771,33,1329,"N.E."
"1398",1398,1398,1398,"956",54.53,15.04,13,"red",1771,32,1662,"N.E."
"1399",1399,1399,1399,"1283",54.59,15,6,"red",1771,12,1019,"N.E."
"1400",1400,1400,1400,"453",48.25,13.24,9,"green",1771,13,1228,"N.E."
"1401",1401,1401,1401,"451 BC",39.08,12.43,0,"red",1771,35,1276,"P.N.E."
"1402",1402,1402,1402,"964 BC",44.28,13,1,"green",1772,39,1445,"P.N.E."
"1403",1403,1403,1403,"843 BC",47.51,13.1,0,"red",1772,40,1393,"P.N.E."
"1404",1404,1404,1404,"987",45.12,12.69,8,"red",1772,7,943,"N.E."
"1405",1405,1405,1405,"1538",53.18,14.78,28,"red",1772,14,1992,"N.E."
"1406",1406,1406,1406,"1986 BC",46.43,13.88,5,"blue",1772,5,879,"P.N.E."
"1407",1407,1407,1407,"945",44.75,12.3,10,"blue",1772,36,1632,"N.E."
"1408",1408,1408,1408,"541 BC",41.77,11.53,5,"blue",1772,31,1410,"P.N.E."
"1409",1409,1409,1409,"1274 BC",55.53,15.66,2,"blue",1772,34,1383,"P.N.E."
"1410",1410,1410,1410,"586",39.1,10.7,5,"red",1772,2,726,"N.E."
"1411",1411,1411,1411,"1277 BC",40.38,11.14,6,"red",1772,13,1096,"P.N.E."
"1412",1412,1412,1412,"1081",40.67,11.59,19,"green",1772,21,1682,"N.E."
"1413",1413,1413,1413,"1667",69.53,19.7,9,"red",1772,31,1577,"N.E."
"1414",1414,1414,1414,"90 BC",52.17,15.79,23,"red",1772,30,2108,"P.N.E."
"1415",1415,1415,1415,"568",41.55,11.55,4,"green",1772,11,924,"N.E."
"1416",1416,1416,1416,"22",39.45,10.9,7,"blue",1772,33,1538,"N.E."
"1417",1417,1417,1417,"79 BC",44.74,13.29,0,"red",1772,38,1353,"P.N.E."
"1418",1418,1418,1418,"1167 BC",40.91,12.15,35,"red",1772,32,2606,"P.N.E."
"1419",1419,1419,1419,"1184",40.54,15.46,3,"red",1773,6,708,"N.E."
"1420",1420,1420,1420,"205",42.88,13.05,22,"red",1773,39,2292,"N.E."
"1421",1421,1421,1421,"730",51.62,14.35,29,"blue",1773,19,2040,"N.E."
"1422",1422,1422,1422,"723 BC",42.32,11.9,1,"red",1773,37,1387,"P.N.E."
"1423",1423,1423,1423,"224",47.09,13.15,10,"blue",1773,17,1359,"N.E."
"1424",1424,1424,1424,"640",46.03,12.72,8,"red",1773,7,971,"N.E."
"1425",1425,1425,1425,"1504 BC",43.29,13.55,12,"red",1773,11,1277,"P.N.E."
"1426",1426,1426,1426,"893",51.1,15.53,1,"blue",1773,30,1150,"N.E."
"1427",1427,1427,1427,"734",45.79,14.4,40,"blue",1773,4,2155,"N.E."
"1428",1428,1428,1428,"1274",38.52,11.06,2,"red",1773,31,1231,"N.E."
"1429",1429,1429,1429,"1177",57.26,17.83,5,"blue",1773,11,920,"N.E."
"1430",1430,1430,1430,"106 BC",54.47,15.41,3,"red",1773,1,706,"P.N.E."
"1431",1431,1431,1431,"1301",33.3,10.09,7,"red",1773,1,799,"N.E."
"1432",1432,1432,1432,"343",49.38,15.13,3,"blue",1773,9,883,"N.E."
"1433",1433,1433,1433,"903 BC",44.38,18.42,27,"blue",1773,1,1664,"P.N.E."
"1434",1434,1434,1434,"1795",40.89,11.91,3,"blue",1773,5,833,"N.E."
"1435",1435,1435,1435,"1131",33.71,10.36,21,"blue",1773,24,1808,"N.E."
"1436",1436,1436,1436,"1572 BC",40.35,13.16,0,"red",1773,16,943,"P.N.E."
"1437",1437,1437,1437,"1038",41.51,11.96,22,"red",1773,40,2153,"N.E."
"1438",1438,1438,1438,"1378 BC",48.08,13.4,18,"red",1773,35,2028,"P.N.E."
"1439",1439,1439,1439,"1667 BC",54,15.07,15,"blue",1773,40,2015,"P.N.E."
"1440",1440,1440,1440,"1306",51.87,14.84,17,"red",1774,31,1806,"N.E."
"1441",1441,1441,1441,"145",41.92,11.77,13,"red",1774,15,1415,"N.E."
"1442",1442,1442,1442,"1765",45.83,12.55,1,"red",1774,40,1468,"N.E."
"1443",1443,1443,1443,"1791 BC",48.79,15.43,4,"green",1774,4,843,"P.N.E."
"1444",1444,1444,1444,"1288",43.32,12.4,26,"red",1774,7,1664,"N.E."
"1445",1445,1445,1445,"972",44.23,14.55,4,"red",1774,10,846,"N.E."
"1446",1446,1446,1446,"615",54.9,15.32,9,"red",1774,33,1521,"N.E."
"1447",1447,1447,1447,"575 BC",41.49,13.19,6,"red",1774,30,1451,"P.N.E."
"1448",1448,1448,1448,"1570 BC",52.5,14.38,15,"blue",1774,21,1616,"P.N.E."
"1449",1449,1449,1449,"1561",34.91,9.99,13,"red",1774,4,1205,"N.E."
"1450",1450,1450,1450,"720",46.64,13.08,2,"blue",1774,21,1008,"N.E."
"1451",1451,1451,1451,"978",43.18,12.05,4,"blue",1774,17,987,"N.E."
"1452",1452,1452,1452,"888 BC",54.39,14.89,11,"red",1774,28,1606,"P.N.E."
"1453",1453,1453,1453,"1531",54.5,15.7,14,"blue",1774,36,1914,"N.E."
"1454",1454,1454,1454,"1453 BC",41.19,12.16,2,"green",1774,9,842,"P.N.E."
"1455",1455,1455,1455,"543",45.13,15.33,7,"red",1774,22,1217,"N.E."
"1456",1456,1456,1456,"46 BC",46.22,13.29,6,"red",1774,35,1563,"P.N.E."
"1457",1457,1457,1457,"991",37.96,10.74,7,"red",1774,14,1068,"N.E."
"1458",1458,1458,1458,"376 BC",47.97,13.63,0,"blue",1774,18,953,"P.N.E."
"1459",1459,1459,1459,"38 BC",48.02,14.63,3,"red",1774,25,1252,"P.N.E."
"1460",1460,1460,1460,"1535 BC",37.92,10.84,7,"black",1774,3,937,"P.N.E."
"1461",1461,1461,1461,"888 BC",40.96,11.42,24,"red",1775,24,2021,"P.N.E."
"1462",1462,1462,1462,"1783",44.66,12.33,20,"blue",1775,11,1614,"N.E."
"1463",1463,1463,1463,"34 BC",33.78,11.99,4,"red",1775,29,1320,"P.N.E."
"1464",1464,1464,1464,"216 BC",38.69,11.27,16,"red",1775,18,1621,"P.N.E."
"1465",1465,1465,1465,"329",49.05,13.76,16,"green",1775,28,1819,"N.E."
"1466",1466,1466,1466,"639 BC",54.01,16.28,16,"green",1775,32,1898,"P.N.E."
"1467",1467,1467,1467,"1342 BC",59.37,16.99,15,"red",1775,27,1702,"P.N.E."
"1468",1468,1468,1468,"545",57.25,18.67,6,"blue",1775,17,1066,"N.E."
"1469",1469,1469,1469,"1050 BC",48.87,13.41,14,"red",1775,22,1620,"P.N.E."
"1470",1470,1470,1470,"1717 BC",46.12,12.71,1,"red",1775,19,1037,"P.N.E."
"1471",1471,1471,1471,"1243",36.49,10.5,7,"red",1775,29,1370,"N.E."
"1472",1472,1472,1472,"1578",38.21,10.6,4,"green",1775,20,1160,"N.E."
"1473",1473,1473,1473,"400",39.76,12.73,4,"green",1775,37,1451,"N.E."
"1474",1474,1474,1474,"715",48.03,14.9,18,"blue",1775,28,1797,"N.E."
"1475",1475,1475,1475,"388",46.15,13.35,0,"blue",1775,36,1290,"N.E."
"1476",1476,1476,1476,"1554 BC",52.54,14.77,9,"red",1775,38,1717,"P.N.E."
"1477",1477,1477,1477,"29 BC",41.42,11.56,4,"green",1775,15,1086,"P.N.E."
"1478",1478,1478,1478,"755",50.48,15.67,1,"blue",1775,7,655,"N.E."
"1479",1479,1479,1479,"971",38.8,13.9,21,"red",1775,37,2099,"N.E."
"1480",1480,1480,1480,"1007 BC",53.03,14.82,12,"green",1775,33,1738,"P.N.E."
"1481",1481,1481,1481,"1683",49.83,15.26,20,"red",1775,12,1620,"N.E."
"1482",1482,1482,1482,"1076",47.82,13.48,9,"green",1775,3,946,"N.E."
"1483",1483,1483,1483,"1157",48.28,13.79,29,"red",1775,31,2248,"N.E."
"1484",1484,1484,1484,"780 BC",48.55,14.71,9,"blue",1775,7,1108,"P.N.E."
"1485",1485,1485,1485,"1020 BC",48.01,18.3,4,"red",1776,18,1090,"P.N.E."
"1486",1486,1486,1486,"425 BC",44.96,14.26,10,"green",1776,28,1540,"P.N.E."
"1487",1487,1487,1487,"841 BC",53.37,15.05,0,"blue",1776,9,809,"P.N.E."
"1488",1488,1488,1488,"1457 BC",46.54,14.45,25,"blue",1776,20,2001,"P.N.E."
"1489",1489,1489,1489,"788 BC",46.42,13.11,12,"blue",1776,35,1778,"P.N.E."
"1490",1490,1490,1490,"855",58.98,16.42,4,"red",1776,36,1350,"N.E."
"1491",1491,1491,1491,"775 BC",49.99,15.35,11,"red",1776,16,1337,"P.N.E."
"1492",1492,1492,1492,"1137",40.76,11.29,13,"red",1776,37,1775,"N.E."
"1493",1493,1493,1493,"1319",51.97,14.62,45,"red",1776,16,2596,"N.E."
"1494",1494,1494,1494,"923 BC",37.35,14.55,21,"red",1776,28,1996,"P.N.E."
"1495",1495,1495,1495,"781 BC",48.63,15.13,1,"red",1776,39,1411,"P.N.E."
"1496",1496,1496,1496,"1746",37.11,10.61,7,"green",1776,27,1416,"N.E."
"1497",1497,1497,1497,"844 BC",39.32,12.42,6,"green",1776,25,1351,"P.N.E."
"1498",1498,1498,1498,"967",46.77,14.98,18,"red",1776,35,1918,"N.E."
"1499",1499,1499,1499,"1148",40.05,11.18,9,"red",1776,2,883,"N.E."
"1500",1500,1500,1500,"1757",40.52,13.31,11,"red",1776,19,1446,"N.E."
"1501",1501,1501,1501,"1595 BC",45.06,12.59,3,"red",1776,23,1179,"P.N.E."
"1502",1502,1502,1502,"12",50.1,13.84,11,"green",1776,19,1440,"N.E."
"1503",1503,1503,1503,"731",37.23,11.16,12,"green",1776,40,1799,"N.E."
"1504",1504,1504,1504,"1034 BC",46.32,12.93,10,"blue",1776,20,1456,"P.N.E."
"1505",1505,1505,1505,"453 BC",43.69,14.27,10,"red",1777,2,1030,"P.N.E."
"1506",1506,1506,1506,"1109 BC",51.35,14.33,14,"black",1777,4,1259,"P.N.E."
"1507",1507,1507,1507,"1768",48.37,13.79,10,"red",1777,10,1178,"N.E."
"1508",1508,1508,1508,"561",48.6,13.34,0,"red",1777,22,901,"N.E."
"1509",1509,1509,1509,"618",43.27,13.04,22,"red",1777,14,1648,"N.E."
"1510",1510,1510,1510,"1508 BC",42.89,13.34,37,"red",1777,7,2216,"P.N.E."
"1511",1511,1511,1511,"370 BC",43.27,11.85,5,"red",1777,31,1438,"P.N.E."
"1512",1512,1512,1512,"403",44.61,12.45,21,"red",1777,29,2030,"N.E."
"1513",1513,1513,1513,"901",54.88,15.96,5,"red",1777,31,1310,"N.E."
"1514",1514,1514,1514,"531",52.71,14.67,1,"red",1777,29,1110,"N.E."
"1515",1515,1515,1515,"1806 BC",49.22,13.62,12,"green",1777,1,1135,"P.N.E."
"1516",1516,1516,1516,"1413",54.86,15.58,20,"blue",1777,34,2010,"N.E."
"1517",1517,1517,1517,"1511",51.81,14.62,12,"red",1777,40,1860,"N.E."
"1518",1518,1518,1518,"1032",53.93,15.07,8,"red",1777,5,909,"N.E."
"1519",1519,1519,1519,"480",49.79,15.17,45,"green",1777,36,3131,"N.E."
"1520",1520,1520,1520,"1492",41.72,11.65,1,"red",1777,25,1051,"N.E."
"1521",1521,1521,1521,"1649 BC",46.42,12.95,5,"red",1777,15,1108,"P.N.E."
"1522",1522,1522,1522,"1432 BC",54.35,15.5,2,"red",1777,11,927,"P.N.E."
"1523",1523,1523,1523,"1073",55.3,15.77,11,"blue",1777,6,1063,"N.E."
"1524",1524,1524,1524,"1297",47.39,13.16,25,"green",1777,18,1882,"N.E."
"1525",1525,1525,1525,"689 BC",49.96,15.71,11,"red",1778,37,1783,"P.N.E."
"1526",1526,1526,1526,"1381",43.99,12.39,3,"blue",1778,27,1165,"N.E."
"1527",1527,1527,1527,"1356 BC",48.51,13.44,8,"red",1778,37,1672,"P.N.E."
"1528",1528,1528,1528,"769",45.82,12.81,6,"red",1778,37,1514,"N.E."
"1529",1529,1529,1529,"646",45.23,12.72,0,"blue",1778,31,1108,"N.E."
"1530",1530,1530,1530,"80",36.28,9.92,12,"red",1778,32,1746,"N.E."
"1531",1531,1531,1531,"204 BC",56.06,16.69,5,"red",1778,29,1397,"P.N.E."
"1532",1532,1532,1532,"68 BC",33.7,9.49,65,"blue",1778,22,3658,"P.N.E."
"1533",1533,1533,1533,"806",44.99,12.89,1,"red",1778,13,819,"N.E."
"1534",1534,1534,1534,"769 BC",42.96,12.7,5,"red",1778,7,968,"P.N.E."
"1535",1535,1535,1535,"516",64.2,18.28,0,"red",1778,30,1140,"N.E."
"1536",1536,1536,1536,"783 BC",50.26,13.97,4,"red",1778,21,1157,"P.N.E."
"1537",1537,1537,1537,"1159 BC",38.7,13.2,2,"blue",1778,19,1040,"P.N.E."
"1538",1538,1538,1538,"857 BC",43.5,14.06,3,"red",1778,6,832,"P.N.E."
"1539",1539,1539,1539,"1739",46.4,12.89,6,"red",1778,39,1601,"N.E."
"1540",1540,1540,1540,"671",34.45,9.85,14,"red",1778,25,1557,"N.E."
"1541",1541,1541,1541,"1429 BC",52.08,15.98,0,"green",1778,30,1213,"P.N.E."
"1542",1542,1542,1542,"310 BC",47.92,13.28,8,"blue",1778,9,1105,"P.N.E."
"1543",1543,1543,1543,"849 BC",35.66,11.49,2,"blue",1778,23,1166,"P.N.E."
"1544",1544,1544,1544,"791",47.76,14.25,3,"green",1778,11,834,"N.E."
"1545",1545,1545,1545,"1331 BC",49.43,14.1,1,"green",1778,14,880,"P.N.E."
"1546",1546,1546,1546,"937 BC",50.93,14.73,7,"red",1778,16,1190,"P.N.E."
"1547",1547,1547,1547,"450",39.39,10.87,12,"blue",1778,15,1394,"N.E."
"1548",1548,1548,1548,"1573 BC",45.6,12.49,7,"green",1778,11,1107,"P.N.E."
"1549",1549,1549,1549,"1267 BC",46.41,14.23,2,"red",1778,0,688,"P.N.E."
"1550",1550,1550,1550,"154",50.78,16.71,9,"blue",1778,22,1383,"N.E."
"1551",1551,1551,1551,"17 BC",49,13.82,4,"blue",1778,16,1106,"P.N.E."
"1552",1552,1552,1552,"438",55.42,15.57,4,"red",1778,36,1489,"N.E."
"1553",1553,1553,1553,"858",46.47,14.12,1,"red",1778,8,650,"N.E."
"1554",1554,1554,1554,"73",45.3,12.72,3,"red",1779,23,1177,"N.E."
"1555",1555,1555,1555,"862 BC",40.59,11.3,9,"red",1779,11,1166,"P.N.E."
"1556",1556,1556,1556,"539 BC",47.96,13.66,4,"blue",1779,19,1127,"P.N.E."
"1557",1557,1557,1557,"815",63.28,17.81,3,"blue",1779,36,1353,"N.E."
"1558",1558,1558,1558,"115 BC",41.21,11.88,12,"red",1779,30,1659,"P.N.E."
"1559",1559,1559,1559,"378",55.52,16.83,13,"red",1779,32,1794,"N.E."
"1560",1560,1560,1560,"884 BC",46,13.47,11,"red",1779,38,1803,"P.N.E."
"1561",1561,1561,1561,"244 BC",43.41,13.49,4,"red",1779,28,1289,"P.N.E."
"1562",1562,1562,1562,"1621 BC",44.28,12.48,15,"red",1779,14,1467,"P.N.E."
"1563",1563,1563,1563,"459 BC",33.55,10.33,2,"green",1779,23,1140,"P.N.E."
"1564",1564,1564,1564,"515 BC",31.58,9.63,10,"green",1779,29,1596,"P.N.E."
"1565",1565,1565,1565,"1131",47.95,13.73,10,"red",1779,40,1680,"N.E."
"1566",1566,1566,1566,"770 BC",47.44,13.5,17,"blue",1779,13,1550,"P.N.E."
"1567",1567,1567,1567,"506",44.34,13.07,12,"green",1779,20,1345,"N.E."
"1568",1568,1568,1568,"1264 BC",35.83,10.22,1,"red",1779,13,915,"P.N.E."
"1569",1569,1569,1569,"819 BC",42.71,12.33,9,"green",1779,15,1244,"P.N.E."
"1570",1570,1570,1570,"1155 BC",50.19,13.95,5,"red",1779,26,1263,"P.N.E."
"1571",1571,1571,1571,"936",36.16,10.37,5,"green",1780,36,1408,"N.E."
"1572",1572,1572,1572,"1547 BC",58.09,16.75,4,"blue",1780,35,1495,"P.N.E."
"1573",1573,1573,1573,"369 BC",41.77,11.68,19,"blue",1780,32,1963,"P.N.E."
"1574",1574,1574,1574,"597 BC",52.91,16.03,1,"red",1780,10,829,"P.N.E."
"1575",1575,1575,1575,"1264 BC",39.66,10.96,2,"red",1780,7,774,"P.N.E."
"1576",1576,1576,1576,"778 BC",48.07,15.45,7,"red",1780,29,1427,"P.N.E."
"1577",1577,1577,1577,"824",42.43,11.96,32,"blue",1780,6,1902,"N.E."
"1578",1578,1578,1578,"1656",47.4,14.18,2,"green",1780,7,823,"N.E."
"1579",1579,1579,1579,"481 BC",49.35,16.58,4,"green",1780,20,1164,"P.N.E."
"1580",1580,1580,1580,"344",39.73,11.8,1,"red",1780,34,1285,"N.E."
"1581",1581,1581,1581,"1331",38.32,12.35,9,"green",1780,26,1379,"N.E."
"1582",1582,1582,1582,"873",50.95,14.84,0,"blue",1780,4,581,"N.E."
"1583",1583,1583,1583,"1121 BC",46.47,12.72,6,"red",1780,17,1201,"P.N.E."
"1584",1584,1584,1584,"1623 BC",43.24,17.04,5,"red",1780,14,1105,"P.N.E."
"1585",1585,1585,1585,"1099",54.97,15.16,0,"red",1780,9,709,"N.E."
"1586",1586,1586,1586,"1335 BC",33.22,9.19,3,"red",1780,19,1100,"P.N.E."
"1587",1587,1587,1587,"314 BC",36.72,11.09,16,"blue",1780,4,1368,"P.N.E."
"1588",1588,1588,1588,"1434 BC",50.32,15.08,0,"red",1780,23,1036,"P.N.E."
"1589",1589,1589,1589,"762",46.83,14.63,25,"red",1780,14,1772,"N.E."
"1590",1590,1590,1590,"957",67.22,18.72,34,"green",1780,24,2351,"N.E."
"1591",1591,1591,1591,"219",47.19,13.53,2,"green",1780,27,1242,"N.E."
"1592",1592,1592,1592,"113 BC",38.14,12.19,3,"red",1780,9,927,"P.N.E."
"1593",1593,1593,1593,"10",49.34,13.72,4,"red",1780,21,1203,"N.E."
"1594",1594,1594,1594,"1694 BC",69.75,19.67,10,"red",1781,0,996,"P.N.E."
